# aper encyclopedia reference bank v1
# source: https://tilings.math.uni-bielefeld.de/substitution/
# attribution: D. Frettlöh, F. Gähler, E. Harriss: Tilings Encyclopedia
# licence: https://creativecommons.org/licenses/by-nc-sa/2.0/
# changes: whitespace normalised, records sorted by slug, aper ids added
# aper_system: - denotes a reference-only record
# source-last-modified: Fri, 17 Jul 2026 11:55:54 GMT
# source-etag: "68d81-656cd3d2ca8b1"
# records: 257
slug	title	url	tags	aper_system
domino-variant-9-tiles	Domino variant (9 tiles)	https://tilings.math.uni-bielefeld.de/substitution/domino-variant-9-tiles/	Finite Rotations|Polytopal Tiles|Polyomio Tiling|Rep Tiles|Self Similar Substitution	-
double-angle-plastic	Double Angle Plastic	https://tilings.math.uni-bielefeld.de/substitution/double-angle-plastic/	Self Similar Substitution|Plastic Number|Infinite Rotations	-
double-halfhex	Double Halfhex	https://tilings.math.uni-bielefeld.de/substitution/double-halfhex/		-
double-halfhex-variation	Double Halfhex Variation	https://tilings.math.uni-bielefeld.de/substitution/double-halfhex-variation/	Finite Rotations|Self Similar Substitution	-
double-triangle	Double Triangle	https://tilings.math.uni-bielefeld.de/substitution/double-triangle/	Finite Rotations|Self Similar Substitution	-
dragonul	Dragonul	https://tilings.math.uni-bielefeld.de/substitution/dragonul/		-
dto_c12	12-fold Shuriken Tiling	https://tilings.math.uni-bielefeld.de/substitution/dto_c12/	Finite Local Complexity|Polytopal Tiles|Self Similar Substitution|Infinite Rotations	-
dto_c5	5-fold Shuriken Tiling	https://tilings.math.uni-bielefeld.de/substitution/dto_c5/	Finite Local Complexity|Polytopal Tiles|Self Similar Substitution|Infinite Rotations	-
ente	Ente	https://tilings.math.uni-bielefeld.de/substitution/ente/		-
equithirds	Equithirds	https://tilings.math.uni-bielefeld.de/substitution/equithirds/	Finite Rotations|P Adic Windowed Tiling|Polytopal Tiles|Rep Tiles|Self Similar Substitution|Two Dimensional	-
example-of-canonical-1	Example of Canonical 1	https://tilings.math.uni-bielefeld.de/substitution/example-of-canonical-1/	Finite Rotations|Euclidean Windowed Tiling|Polytopal Windowed Tiling|Canonical Substitution Tiling|Polytopal Tiles|Parallelogram Tiles	-
example-of-canonical-2	Example of Canonical 2	https://tilings.math.uni-bielefeld.de/substitution/example-of-canonical-2/	Finite Rotations|Euclidean Windowed Tiling|Polytopal Windowed Tiling|Canonical Substitution Tiling|Polytopal Tiles|Parallelogram Tiles	-
example-of-canonical-3	Example of Canonical 3	https://tilings.math.uni-bielefeld.de/substitution/example-of-canonical-3/	Finite Rotations|Euclidean Windowed Tiling|Polytopal Windowed Tiling|Canonical Substitution Tiling|Polytopal Tiles|Parallelogram Tiles|Rhomb Tiles	-
example-of-canonical-4	Example of Canonical 4	https://tilings.math.uni-bielefeld.de/substitution/example-of-canonical-4/	Finite Rotations|Euclidean Windowed Tiling|Polytopal Windowed Tiling|Canonical Substitution Tiling|Polytopal Tiles|Parallelogram Tiles	-
fass-pentagon	FASS-Curve of the Pentagon Substitution Tiling	https://tilings.math.uni-bielefeld.de/substitution/fass-pentagon/	Polytopal Tiles|Self Similar Substitution|With Decoration|FASS_curve	-
fibonacci	Fibonacci	https://tilings.math.uni-bielefeld.de/substitution/fibonacci/	Finite Rotations|Polytopal Windowed Tiling|Canonical Substitution Tiling|One Dimensional|Parallelogram Tiles|Self Similar Substitution|Mld Class Fibonacci	-
fibonacci-times-fibonacci	Fibonacci Times Fibonacci	https://tilings.math.uni-bielefeld.de/substitution/fibonacci-times-fibonacci/	Finite Rotations|Euclidean Windowed Tiling|Polytopal Windowed Tiling|Polytopal Tiles|Parallelogram Tiles|Rhomb Tiles|Self Similar Substitution	-
fibonacci-times-fibonacci-variant	Fibonacci Times Fibonacci (variant)	https://tilings.math.uni-bielefeld.de/substitution/fibonacci-times-fibonacci-variant/	Finite Rotations|Polytopal Tiles|Parallelogram Tiles|Rhomb Tiles|Self Similar Substitution	-
fract-pinw	Fractal Single-Tile Pinwheel	https://tilings.math.uni-bielefeld.de/substitution/fract-pinw/		-
fractal-kite-dart	Fractal Kite and Dart	https://tilings.math.uni-bielefeld.de/substitution/fractal-kite-dart/	Self Similar Substitution	-
generalized_binary	Generalized Godreche-Lancon-Billard Binary	https://tilings.math.uni-bielefeld.de/substitution/generalized_binary/	Finite Rotations|Polytopal Tiles|Parallelogramm Tiles|Rhomb Tiles|Finite Local Complexity	-
girih-14fold	Girih inspired 14-fold Tiling	https://tilings.math.uni-bielefeld.de/substitution/girih-14fold/	Finite Local Complexity|Finite Rotations|Polytopal Tiles|Self Similar Substitution|Girih	-
golden-pinwheel	Golden Pinwheel	https://tilings.math.uni-bielefeld.de/substitution/golden-pinwheel/	Finite Local Complexity|Polytopal Tiles|Self Similar Substitution|Infinite Rotations	-
golden-rhomboid-triangle	Golden Rhomboid Triangle	https://tilings.math.uni-bielefeld.de/substitution/golden-rhomboid-triangle/		-
golden-triangle	Golden Triangle	https://tilings.math.uni-bielefeld.de/substitution/golden-triangle/	With Decoration|Finite Rotations|Polytopal Windowed Tiling|Polytopal Tiles|Self Similar Substitution	-
goodman-strauss-7-fold-rhomb	Goodman-Strauss 7-fold rhomb	https://tilings.math.uni-bielefeld.de/substitution/goodman-strauss-7-fold-rhomb/	Finite Rotations|Canonical Substitution Tiling|Polytopal Tiles|Parallelogram Tiles|Rhomb Tiles|Harrisss Rhomb	-
gosper_curve	Gosper Curve Substitution Tiling	https://tilings.math.uni-bielefeld.de/substitution/gosper_curve/	Finite Local Complexity|Polytopal Tiles|Self Similar Substitution|With Decoration|Limitperiodic|FASS_curve	-
half-hex	Half-Hex	https://tilings.math.uni-bielefeld.de/substitution/half-hex/	Finite Rotations|P Adic Windowed Tiling|Polytopal Tiles|Rep Tiles|Self Similar Substitution	-
half-par-3-5	Half-Par 3-5	https://tilings.math.uni-bielefeld.de/substitution/half-par-3-5/		-
half-par-5-5	Half-Par 5-5	https://tilings.math.uni-bielefeld.de/substitution/half-par-5-5/		-
harrisss-9-fold-rhomb	Harriss's 9-fold rhomb	https://tilings.math.uni-bielefeld.de/substitution/harrisss-9-fold-rhomb/	Finite Rotations|Polytopal Tiles|Parallelogram Tiles|Rhomb Tiles|Harrisss Rhomb	-
hat	Hat	https://tilings.math.uni-bielefeld.de/substitution/hat/	Aperiodic Monotile	-
heighway-dragon-curve	Heighway Dragon FASS-Curve Substitution Tiling	https://tilings.math.uni-bielefeld.de/substitution/heighway-dragon-curve/	Finite Local Complexity|Polytopal Tiles|Self Similar Substitution|With Decoration|Limitperiodic|FASS_curve	-
hexagonal-aperiodic-monotile	Hexagonal Aperiodic Monotile	https://tilings.math.uni-bielefeld.de/substitution/hexagonal-aperiodic-monotile/	Aperiodic Monotile|Self Similar Substitution	-
hilbert-curve	Hilbert Curve Substitution Tiling	https://tilings.math.uni-bielefeld.de/substitution/hilbert-curve/	Finite Local Complexity|Polytopal Tiles|Self Similar Substitution|With Decoration|Limitperiodic|FASS_curve	-
hofstetter-3fd-decorated	Hofstetter-3fold	https://tilings.math.uni-bielefeld.de/substitution/hofstetter-3fd-decorated/	P Adic Windowed Tiling|Polytopal Tiles	-
hofstetter-4fd-arrows	Hofstetter-4fold (arrowed)	https://tilings.math.uni-bielefeld.de/substitution/hofstetter-4fd-arrows/	P Adic Windowed Tiling|Polytopal Tiles	-
hofstetter-4fd-decorated	Hofstetter-4fold	https://tilings.math.uni-bielefeld.de/substitution/hofstetter-4fd-decorated/	P Adic Windowed Tiling|Polytopal Tiles	-
hofstetter-4fd-plain	Hofstetter-4fold (plain)	https://tilings.math.uni-bielefeld.de/substitution/hofstetter-4fd-plain/	P Adic Windowed Tiling|Polytopal Tiles	-
hofstetter-6fd-decorated	Hofstetter-6fold	https://tilings.math.uni-bielefeld.de/substitution/hofstetter-6fd-decorated/	P Adic Windowed Tiling|Polytopal Tiles	-
hudson-7-fold	Hudson 7-fold	https://tilings.math.uni-bielefeld.de/substitution/hudson-7-fold/	Self Similar Substitution|Finite Rotations	-
imbalanced-orientations	Imbalanced orientations	https://tilings.math.uni-bielefeld.de/substitution/imbalanced-orientations/	Finite Rotations|Polytopal Tiles|Self Similar Substitution	-
infinite-component-rauzy-fractal	Infinite component Rauzy Fractal	https://tilings.math.uni-bielefeld.de/substitution/infinite-component-rauzy-fractal/	One Dimensional|Euclidean Windowed Tiling|Self Similar Substitution|Polytopal Tiles	-
infinite-component-rauzy-fractal-dual	Infinite component Rauzy Fractal (dual)	https://tilings.math.uni-bielefeld.de/substitution/infinite-component-rauzy-fractal-dual/	Finite Rotations|Euclidean Windowed Tiling|Polytopal Windowed Tiling|Canonical Substitution Tiling|Polytopal Tiles|Parallelogram Tiles	-
infinite-number-of-proto-tiles	Infinite Number of Prototiles	https://tilings.math.uni-bielefeld.de/substitution/infinite-number-of-proto-tiles/	One Dimensional|Self Similar Substitution	-
infinity	Infinity	https://tilings.math.uni-bielefeld.de/substitution/infinity/		-
kenyon-1-2-1	Kenyon (1,2,1)	https://tilings.math.uni-bielefeld.de/substitution/kenyon-1-2-1/	Finite Rotations|Self Similar Substitution|Kenyons Construction	-
kenyon-1-2-1-polygon	Kenyon (1,2,1) Polygon	https://tilings.math.uni-bielefeld.de/substitution/kenyon-1-2-1-polygon/	Finite Rotations|Polytopal Windowed Tiling|Canonical Substitution Tiling|Parallelogram Tiles|Kenyons Construction	-
kenyon-2	Kenyon 2	https://tilings.math.uni-bielefeld.de/substitution/kenyon-2/	Finite Rotations|Self Similar Substitution	-
kenyon-2-polygonal	Kenyon 2 Polygonal	https://tilings.math.uni-bielefeld.de/substitution/kenyon-2-polygonal/	Finite Rotations|Euclidean Windowed Tiling|Polytopal Tiles|Parallelogram Tiles|Kenyon's Construction	-
kenyons-non-flc	Kenyon's non FLC	https://tilings.math.uni-bielefeld.de/substitution/kenyons-non-flc/	Polytopal Tiles|Parallelogram Tiles|Rhomb Tiles	-
kenyons-non-flc-volume-hierarchic	Kenyon's non FLC (volume hierarchic)	https://tilings.math.uni-bielefeld.de/substitution/kenyons-non-flc-volume-hierarchic/	Rep Tiles|Self Similar Substitution	-
kidney	Kidney and its dual	https://tilings.math.uni-bielefeld.de/substitution/kidney/	Euclidean Windowed Tiling|One Dimensional|Self Similar Substitution	-
kite-domino	Kite Domino	https://tilings.math.uni-bielefeld.de/substitution/kite-domino/	With Decoration|Finite Local Complexity|Polytopal Tiles|Self Similar Substitution|Mld Class Pinwheel	-
kolakoski-3-1	Kolakoski-(3,1), with dual	https://tilings.math.uni-bielefeld.de/substitution/kolakoski-3-1/	Euclidean Windowed Tiling|One Dimensional|Self Similar Substitution	-
kolakoski-3-1-a	Kolakoski-(3,1) variant A, with dual	https://tilings.math.uni-bielefeld.de/substitution/kolakoski-3-1-a/	Euclidean Windowed Tiling|One Dimensional|Self Similar Substitution	-
kolakoski-3-1-b	Kolakoski-(3,1) variant B, with dual	https://tilings.math.uni-bielefeld.de/substitution/kolakoski-3-1-b/	Euclidean Windowed Tiling|One Dimensional|Self Similar Substitution	-
kolakoski-3-1-sym	Kolakoski-(3,1) symmmetric variant, dual	https://tilings.math.uni-bielefeld.de/substitution/kolakoski-3-1-sym/	Euclidean Windowed Tiling|One Dimensional|Self Similar Substitution	-
labyrinth	Labyrinth	https://tilings.math.uni-bielefeld.de/substitution/labyrinth/		-
limhex	Limhex	https://tilings.math.uni-bielefeld.de/substitution/limhex/	Finite Rotations|Polytopal Tiles	-
lord	Lord	https://tilings.math.uni-bielefeld.de/substitution/lord/	Finite Rotations|P Adic Windowed Tiling|Polytopal Tiles|Parallelogram Tiles|Rhomb Tiles	-
madison-7-fold	Madison's 7-fold	https://tilings.math.uni-bielefeld.de/substitution/madison-7-fold/	Polytopal Tiles|Self Similar Substitution|Finite Local Complexity|Rhomb Tiles|Finite Rotations	-
maloneys-7-fold	Maloney's 7-fold	https://tilings.math.uni-bielefeld.de/substitution/maloneys-7-fold/	Finite Rotations|Polytopal Tiles|Self Similar Substitution|Finite Local Complexity	-
maloneys-7-fold-2	Maloney's 7-fold 2	https://tilings.math.uni-bielefeld.de/substitution/maloneys-7-fold-2/	Finite Rotations|Polytopal Tiles|Self Similar Substitution|Rhomb Tiles|Finite Local Complexity	-
millars-n-fold	Millars n-fold	https://tilings.math.uni-bielefeld.de/substitution/millars-n-fold/	Finite Rotations|Polytopal Tiles|Finite Local Complexity	-
minitangram	Minitangram	https://tilings.math.uni-bielefeld.de/substitution/minitangram/	Finite Rotations|Polytopal Tiles|Self Similar Substitution	-
monnier-trapezoid-diamond	Monnier Trapezium and Diamond	https://tilings.math.uni-bielefeld.de/substitution/monnier-trapezoid-diamond/	Finite Local Complexity|Polytopal Tiles|Self Similar Substitution|With Decoration|Limitperiodic	-
mothman	Mothman	https://tilings.math.uni-bielefeld.de/substitution/mothman/		-
nautilus	Nautilus	https://tilings.math.uni-bielefeld.de/substitution/nautilus/	Finite Rotations|Euclidean Windowed Tiling|Polytopal Tiles	-
nautilus-volume-hierarchic	Nautilus (Volume Hierarchic)	https://tilings.math.uni-bielefeld.de/substitution/nautilus-volume-hierarchic/	Finite Rotations|Euclidean Windowed Tiling|Self Similar Substitution	-
needle-deltoid	9-fold Needle Deltoid	https://tilings.math.uni-bielefeld.de/substitution/needle-deltoid/		-
nischke-danzer-6-fold-2	Nischke-Danzer-Deltoid-6-fold-2-2	https://tilings.math.uni-bielefeld.de/substitution/nischke-danzer-6-fold-2/	Polytopal Tiles|Self Similar Substitution|Finite Local Complexity|Finite Rotations|Nischke Danzer Deltoid|Limitperiodic	-
nischke-danzer-deltoid-7-2-2	Nischke-Danzer-Deltoid 7-fold-2-2	https://tilings.math.uni-bielefeld.de/substitution/nischke-danzer-deltoid-7-2-2/	Polytopal Tiles|Self Similar Substitution|Finite Local Complexity|Finite Rotations|Nischke Danzer Deltoid	-
non-invertible-connected-rauzy-fractal	Non-invertible connected Rauzy Fractal	https://tilings.math.uni-bielefeld.de/substitution/non-invertible-connected-rauzy-fractal/	Euclidean Windowed Tiling|One Dimensional|Polytopal Tiles|Self Simmilar Substitution	-
non-pinwheel	Non-Pinwheel	https://tilings.math.uni-bielefeld.de/substitution/non-pinwheel/		-
non-reducible-4-letter	Non-reducible 4-letter	https://tilings.math.uni-bielefeld.de/substitution/non-reducible-4-letter/	One Dimensional|Self Similar Substitution|Polytopal Tiles	-
non-unique-decomposition	Non Unique Decomposition	https://tilings.math.uni-bielefeld.de/substitution/non-unique-decomposition/		-
octagonal-1225	Octagonal 1225	https://tilings.math.uni-bielefeld.de/substitution/octagonal-1225/		-
octiamond-reptile	Octiamond Reptile	https://tilings.math.uni-bielefeld.de/substitution/octiamond-reptile/		-
open-peano	Open Peano	https://tilings.math.uni-bielefeld.de/substitution/open-peano/		-
overlapping-robinson-triangle-1	Overlapping Robinson Triangle I	https://tilings.math.uni-bielefeld.de/substitution/overlapping-robinson-triangle-1/	Finite Rotations|Euclidean Windowed Tiling|Polytopal Tiles	-
overlapping-robinson-triangle-2	Overlapping Robinson Triangle II	https://tilings.math.uni-bielefeld.de/substitution/overlapping-robinson-triangle-2/	Finite Rotations|Polytopal Tiles	-
pairs-of-squares	Pairs of Squares	https://tilings.math.uni-bielefeld.de/substitution/pairs-of-squares/		-
peano-curve	Peano Curve Substitution Tiling	https://tilings.math.uni-bielefeld.de/substitution/peano-curve/	Finite Local Complexity|Polytopal Tiles|Self Similar Substitution|With Decoration|Limitperiodic|FASS_curve	-
penrose-kite-dart	Penrose Kite Dart	https://tilings.math.uni-bielefeld.de/substitution/penrose-kite-dart/	Without Decoration|Finite Rotations|Polytopal Windowed Tiling|Polytopal Tiles|Mld Class Penrose	p2
penrose-pentagon-boat-star	Penrose Pentagon Boat Star	https://tilings.math.uni-bielefeld.de/substitution/penrose-pentagon-boat-star/	Finite Rotations|Polytopal Tiles|Mld Class Penrose	p1
penrose-rhomb	Penrose Rhomb	https://tilings.math.uni-bielefeld.de/substitution/penrose-rhomb/	Without Decoration|Finite Rotations|Polytopal Windowed Tiling|Canonical Substitution Tiling|Rhomb Tiles|Mld Class Penrose|Matching Rules	p3
penrose-triangle-1	Penrose Triangle 1	https://tilings.math.uni-bielefeld.de/substitution/penrose-triangle-1/		-
penrose-triangle-2	Penrose Triangle 2	https://tilings.math.uni-bielefeld.de/substitution/penrose-triangle-2/		-
penrose-triangle-without-rotations	Penrose triangle (without rotations)	https://tilings.math.uni-bielefeld.de/substitution/penrose-triangle-without-rotations/	Finite Rotations|Polytopal Tiles|Self Similar Substitution	-
penrose_fractal	Fractal Penrose Dragon	https://tilings.math.uni-bielefeld.de/substitution/penrose_fractal/	Self Similar Substitution	-
pentiamond-ac-factor-2	Pentiamond AC factor 2	https://tilings.math.uni-bielefeld.de/substitution/pentiamond-ac-factor-2/		-
pentiamond-ac-factor-3	Pentiamond AC factor 3	https://tilings.math.uni-bielefeld.de/substitution/pentiamond-ac-factor-3/		-
pentiamond-ad-factor-2	Pentiamond AD factor 2	https://tilings.math.uni-bielefeld.de/substitution/pentiamond-ad-factor-2/		-
pentomino	Pentomino	https://tilings.math.uni-bielefeld.de/substitution/pentomino/	Finite Rotations|Polytopal Tiles|Polyomio Tilings|Rep Tiles|Self Similar Substitution	-
period-doubling	Period Doubling	https://tilings.math.uni-bielefeld.de/substitution/period-doubling/	P Adic Windowed Tiling|One Dimensional|Rep Tiles|Self Similar Substitution	-
period-tripling-2d	Period Tripling 2D	https://tilings.math.uni-bielefeld.de/substitution/period-tripling-2d/		-
